id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-0952,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5008,,color,10 147 150,"new Color(10, 147, 150)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0953,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5013,,color,230 57 70,"new Color(230, 57, 70)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0954,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5021,,color,255 102 0,"new Color(255, 102, 0)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0955,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5025,,color,255 190 11,"new Color(255, 190, 11)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0956,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5032,,color,46 196 182,"new Color(46, 196, 182))));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0957,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5038,,color,255 159 28,"new Color(255, 159, 28))));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0958,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5044,,color,42 157 143,"new Color(42, 157, 143)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0959,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5051,,color,69 123 157,"new Color(69, 123, 157)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0960,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5055,,color,29 53 87,"new Color(29, 53, 87)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0961,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5061,,color,131 56 236,"new Color(131, 56, 236))));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0962,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5069,,color,255 0 110,"new Color(255, 0, 110)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0963,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5073,,color,255 115 166,"new Color(255, 115, 166)));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0964,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5080,,color,87 117 144,"new Color(87, 117, 144))));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0965,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5096,,color,255 255 255 235,"g.setColor(new Color(255, 255, 255, 235));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0966,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5180,,color,255 255 255 235,"g.setColor(new Color(255, 255, 255, 235));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0967,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5188,,color,230 57 70,"new Color(230, 57, 70),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0968,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5189,,color,42 157 143,"new Color(42, 157, 143),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0969,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5190,,color,69 123 157,"new Color(69, 123, 157),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0970,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5191,,color,255 159 28,"new Color(255, 159, 28),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0971,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5192,,color,131 56 236,"new Color(131, 56, 236),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0972,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5193,,color,0 95 115,"new Color(0, 95, 115),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0973,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5194,,color,255 0 110,"new Color(255, 0, 110),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0974,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5195,,color,88 129 87,"new Color(88, 129, 87)",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0975,header-footer-tab-shape-metrics,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5679,,java-visual-literal,2.0d,"- (nestedStaticField(""HeaderGeometry"", ""ACTION_RIBBON_INSET"") * 2.0d)",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered button alpha + live path segment zero-delta table,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-0976,header-footer-tab-shape-metrics,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,5689,,java-visual-literal,2.0d,"+ (nestedStaticField(""FooterGeometry"", ""ACTION_SHELL_INSET"") * 2.0d);",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered button alpha + live path segment zero-delta table,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-0977,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6660,,color,0,"ImageChannel.getInstance(""DAPI"", ImageChannel.getDefaultChannelColor(0)),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0978,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6661,,color,55 1,"ImageChannel.getInstance(""AF555"", ImageChannel.getDefaultChannelColor(1)),",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0979,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6662,,color,47 2,"ImageChannel.getInstance(""AF647"", ImageChannel.getDefaultChannelColor(2))));",generated/test-only,closed-test-only,Keep as diagnostic overlay color unless it becomes production UI.,preview diagnostic screenshot QA only,"Preview-only diagnostic paint, not a launcher user-facing theme source."
GVT-0980,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6700,,java-visual-literal,2.0d,"double height = (staticField(""PARAMETER_ROW_HEIGHT"") * 2.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0981,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6879,,java-visual-literal,2.0d,"double height = (staticField(""PARAMETER_ROW_HEIGHT"") * 2.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0982,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6897,,java-visual-literal,3.0d,"double caseHeight = (staticField(""PARAMETER_ROW_HEIGHT"") * 3.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0983,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6899,,java-visual-literal,4.0d,+ (LauncherGeometryTokens.INTRA_PANEL_TIGHT_GAP * 4.0d);,already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0984,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6917,,java-visual-literal,3.0d,"double height = (staticField(""PARAMETER_ROW_HEIGHT"") * 3.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0985,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6918,,java-visual-literal,2.0d,"+ (staticField(""PARAMETER_ROW_GAP"") * 2.0d)",already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0986,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6936,,java-visual-literal,5.0d,"double height = (staticField(""PARAMETER_ROW_HEIGHT"") * 5.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0987,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6937,,java-visual-literal,5.0d,"+ (staticField(""STRUCTURED_VALUE_EDITOR_GAP"") * 5.0d)",already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0988,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6956,,java-visual-literal,2.0d,"double editorHeight = (staticField(""PARAMETER_ROW_HEIGHT"") * 2.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0989,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6957,,java-visual-literal,2.0d,"+ (nestedStaticField(""SelectionGeometry"", ""EDITOR_STACK_GAP"") * 2.0d);",already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0990,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6959,,java-visual-literal,2.0d,"+ (staticField(""PARAMETER_ROW_GAP"") * 2.0d)",already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0991,control-geometry,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6977,,java-visual-literal,6.0d,"double height = (staticField(""PARAMETER_ROW_HEIGHT"") * 6.0d)",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-0992,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/LauncherPreviewApp.java,6978,,java-visual-literal,5.0d,"+ (staticField(""PARAMETER_ROW_GAP"") * 5.0d)",already-tokenized,closed-proven,Keep preview proof formula derived from LauncherGeometryTokens count tokens.,Focused PipelineLauncherTest plus targeted preview proof.,Preview diagnostic formula now uses semantic spacing count tokens instead of raw edge counts.
GVT-0993,control-geometry,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,314,,width,620.0,"assertFalse(source.contains(""dialog.getDialogPane().setPrefWidth(620.0);""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-0994,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,319,,java-visual-literal,6,"+ ""    -fx-background-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-0995,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,320,,java-visual-literal,6,"+ ""    -fx-border-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-0996,borders-strokes,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,346,,java-visual-literal,2.0,"assertTrue(source.contains(""SURFACE_BORDER_WIDTH / 2.0""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered stroke alpha bounds + border width pixel scans,Java visual/layout/timing literal or formula candidate.
GVT-0997,control-geometry,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,352,,width,3,"assertFalse(source.contains(""cards.setMinWidth(3 *""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-0998,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,417,,java-visual-literal,6,"+ ""    -fx-border-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-0999,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,418,,java-visual-literal,6,"+ ""    -fx-background-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1000,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,423,,java-visual-literal,6,"+ ""    -fx-border-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1001,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,424,,java-visual-literal,6,"+ ""    -fx-background-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1002,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,428,,java-visual-literal,6,"+ ""    -fx-background-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1003,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,430,,java-visual-literal,6,"+ ""    -fx-border-radius: 6;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1004,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,440,,setStyle,173747 #173747,"assertFalse(source.contains(""header.setStyle(\""-fx-background-color: #173747""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,pixel sampling against theme tokens + state screenshots,Java visual/layout/timing literal or formula candidate.
GVT-1005,header-footer-tab-shape-metrics,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,474,,java-visual-literal,2.0,"assertTrue(source.contains(""- (HeaderGeometry.ACTION_RIBBON_INSET * 2.0)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered button alpha + live path segment zero-delta table,Java visual/layout/timing literal or formula candidate.
GVT-1006,header-footer-tab-shape-metrics,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,479,,java-visual-literal,2.0,"assertTrue(source.contains(""return PARAMETER_ROW_HEIGHT + (ACTION_RIBBON_INSET * 2.0);""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered button alpha + live path segment zero-delta table,Java visual/layout/timing literal or formula candidate.
GVT-1007,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,624,,setStyle,0d 430 #0d2430,"assertFalse(animatedHeader.contains(""setStyle(\""-fx-background-color: #0d2430""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,pixel sampling against theme tokens + state screenshots,Java visual/layout/timing literal or formula candidate.
GVT-1008,motion-animation-gradient-speed,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,701,,motion/duration,1.0,"assertTrue(source.contains(""new Timeline(new KeyFrame(javafx.util.Duration.seconds(1.0)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,source token checks + active surface count + seam/speed diagnostics,Java visual/layout/timing literal or formula candidate.
GVT-1009,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,706,,spacing,10,"assertFalse(source.contains(""new HBox(10""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1010,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,707,,spacing,10,"assertFalse(source.contains(""new VBox(10""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1011,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,708,,padding/insets,12,"assertFalse(source.contains(""new Insets(12""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1012,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,798,,radius/arc,12.0d,"assertFalse(source.contains(""clip.setArcWidth(12.0d);""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Java visual/layout/timing literal or formula candidate.
GVT-1013,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,799,,radius/arc,12.0d,"assertFalse(source.contains(""clip.setArcHeight(12.0d);""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Java visual/layout/timing literal or formula candidate.
GVT-1014,motion-animation-gradient-speed,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1024,,motion/duration,350.0,"assertTrue(source.contains(""Duration.millis(350.0)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,source token checks + active surface count + seam/speed diagnostics,Java visual/layout/timing literal or formula candidate.
GVT-1015,margins-padding-gaps-spacing,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1422,INTRA_PANEL_MARGIN,java-visual-literal,2.0,"assertTrue(sharedGeometry.contains(""static final double INTRA_PANEL_MARGIN = OUTER_MARGIN / 2.0;""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects BILATERAL_EDGE_COUNT source of truth.
GVT-1016,margins-padding-gaps-spacing,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1423,INTRA_PANEL_TIGHT_GAP,java-visual-literal,3.0,"assertTrue(sharedGeometry.contains(""static final double INTRA_PANEL_TIGHT_GAP = INTRA_PANEL_MARGIN / 3.0;""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects TRILATERAL_EDGE_COUNT source of truth.
GVT-1017,margins-padding-gaps-spacing,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1424,INTRA_PANEL_SUBTLE_GAP,java-visual-literal,2.0 3.0,"assertTrue(sharedGeometry.contains(""static final double INTRA_PANEL_SUBTLE_GAP = INTRA_PANEL_MARGIN * 2.0 / 3.0;""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects BILATERAL_EDGE_COUNT / TRILATERAL_EDGE_COUNT source of truth.
GVT-1018,borders-strokes,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1425,SURFACE_BORDER_WIDTH,java-visual-literal,24.0,"assertTrue(sharedGeometry.contains(""static final double SURFACE_BORDER_WIDTH = LAYOUT_UNIT / 24.0;""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered stroke alpha bounds + border width pixel scans,Java visual/layout/timing literal or formula candidate.
GVT-1019,control-geometry,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1436,SCROLLBAR_THUMB_WIDTH,java-visual-literal,3.0,"assertTrue(source.contains(""private static final double SCROLLBAR_THUMB_WIDTH = SCROLLBAR_GUTTER_WIDTH / 3.0;""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-1020,control-geometry,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1437,,java-visual-literal,2.0,"assertTrue(source.contains(""(SCROLLBAR_GUTTER_WIDTH - SCROLLBAR_THUMB_WIDTH) / 2.0""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-1021,borders-strokes,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1453,,java-visual-literal,2.0,"+ ""                    - (BORDER_WIDTH * 2.0);""));",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered stroke alpha bounds + border width pixel scans,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1022,control-geometry,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1463,,java-visual-literal,2.0,"+ ""            Math.min(PARAMETER_ANCHOR_WIDTH, PARAMETER_FIRST_ROW_HEIGHT) / 2.0;""));",generated/test-only,closed-test-only,Keep diagnostic/test-only geometry derived from named tokens; do not use these values as production layout constants.,preview diagnostic artifact or focused test guard,Control-geometry pass 3 resolved this test/diagnostic row as generated or token-derived proof code.
GVT-1023,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1465,,radius/arc,2.0,"+ ""            PARAMETER_ANCHOR_PAINT_RADIUS * LauncherGeometryTokens.BEVEL_DIAMETER_DIVISOR;""));",tokenized-pass-1,closed-proven,Keep source test asserting shared bevel divisor rather than local literal.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Pass 1 updated stale source assertion.
